Alpha,Energy,Energy2,TimeElapsed
0,20.404225665761732,416.33242501932983,251.0478328s
0.01,23.444708282622074,549.654346457248,258.2993475s
0.02,21.91661800059981,480.3381445842157,267.2679902s
0.03,25.06029547485622,628.0184092870991,275.0944028s
0.04,26.445663505969478,699.3731182709658,282.8939934s
0.05,26.83783688640928,720.2694887415106,290.7648713s
0.06,31.687126164467205,1004.0739645628621,298.870665s
0.07,30.80814484746236,949.1417889422215,306.1154059s
0.08,35.499762790658046,1260.2331581929895,312.916528s
0.09,38.812811232143204,1506.4343157419817,320.4681433s
0.1,38.29510908708667,1466.5153799918683,327.620446s
0.11,38.667477193297564,1495.1737924941872,336.4112021s
0.12,44.09868820144651,1944.6943010883974,343.3329317s
0.13,41.08318668587628,1687.8282282665618,350.0550217s
0.14,45.15224919525686,2038.7256073905735,356.8017449s
0.15,48.15136343399427,2318.5538005526005,364.2663252s
0.16,50.405740764920004,2540.7387020603182,371.1359169s
0.17,52.110859475875515,2715.541675314445,376.7900025s
0.18,50.607345449393556,2561.1034134342544,382.6640407s
0.19,52.68061747776491,2775.24745783859,388.1541826s
0.2,57.41250141718968,3296.195318978807,395.365049s
0.21,57.17172795396235,3268.6064772418804,402.1994222s
0.22,57.27323468432388,3280.22341120564,408.2178696s
0.23,59.940809686971164,3592.900665929696,414.1108221s
0.24,61.33014477461646,3761.3866580754143,420.1228036s
0.25,61.774768802046125,3816.1220605462513,429.6729232s
0.26,66.37708234830602,4405.917061073798,437.8342614s
0.27,65.42149621062384,4279.97216643667,442.9079487s
0.28,67.5677354085909,4565.398868245349,448.9273924s
0.29,69.43955431717254,4821.851703767555,456.4498433s
0.3,71.34016297074787,5089.418852692866,465.096035s
0.31,71.45185535963306,5105.367634333923,472.6921896s
0.32,74.40874146664241,5536.66080664963,479.1866799s
0.33,74.57083025013421,5560.808724194331,484.3257188s
0.34,75.41792492640442,5687.863400204774,489.4563163s
0.35,77.72603211236107,6041.336067931784,496.0469167s
0.36,81.46800407814949,6637.035688477382,503.3790161s
0.37,79.73297918010046,6357.347968934333,508.8800267s
0.38,83.1795682669554,6918.840577077094,515.2552006s
0.39,84.56261021765795,7150.8350468235485,521.6871439s
0.4,86.0007128648281,7396.12261325861,528.1206526s
0.41,86.1389377376647,7419.916594573277,533.1834583s
0.42,88.94760943245258,7911.677223748127,539.734238s
0.43,89.33607857931423,7980.934935929407,545.8967132s
0.44,91.93186630896838,8451.468043050036,551.8613918s
0.45,92.84853924109585,8620.851239205316,559.891186s
0.46,94.30569680957748,8893.564450739952,568.6905006s
0.47,95.81283426394691,9180.09920969056,575.8774964s
0.48,97.31316250995988,9469.851597689862,580.794281s
0.49,98.58019967625937,9718.055768211168,585.4988399s
0.5,100,10000,590.9215155s
0.51,101.3847391541678,10278.865333358646,595.6523561s
0.52,102.66898194318658,10540.919853250372,600.1862321s
0.53,104.23700455842723,10865.353119313579,605.1679177s
0.54,105.69887551804845,11172.252285779903,610.3982171s
0.55,106.39450180888909,11319.790015161703,615.2275774s
0.56,108.52867689529188,11778.473708642661,619.9664814s
0.57,109.69092252576442,12032.098484553253,624.9465098s
0.58,110.95823573528219,12311.730077486453,629.1354126s
0.59,111.6033749080896,12455.313290875605,633.7487854s
0.6,113.22732084112617,12820.426184859325,638.5804828s
0.61,115.09674193779227,13247.26000469475,643.040544s
0.62,117.70830979839694,13855.24619559539,647.8742712s
0.63,117.2049988901152,13737.011764831906,652.6735825s
0.64,117.36444863244628,13774.413802798123,657.0458709s
0.65,119.3019819733254,14232.962902763658,661.4010668s
0.66,121.62120231562318,14791.716852697746,665.9822028s
0.67,121.98988512176774,14881.53207202209,670.6208355s
0.68,124.92492994595938,15606.238122002858,675.0751432s
0.69,123.80848464050622,15328.540868978465,679.6256713s
0.7,126.30799474327763,15953.70953606785,684.2211279s
0.71,126.41364670010972,15980.410072020162,688.9457317s
0.72,130.86338435647556,17125.225365230654,693.4105362s
0.73,131.96825531133953,17415.620409918894,697.8395134s
0.74,132.1691501892092,17468.68426173774,702.7949436s
0.75,132.06133992886762,17440.197503807925,707.1685467s
0.76,133.50392107497538,17823.296942393255,712.0072633s
0.77,133.07407192334455,17708.70861825948,717.2067777s
0.78,138.02584515672578,19051.13393122844,721.693966s
0.79,136.37592374894953,18598.3925783793,726.2587311s
0.8,139.2789984864595,19398.639419391187,730.6697412s
0.81,142.81815007495302,20397.023990831804,735.6884701s
0.82,138.6153151748984,19214.205601036418,740.1863451s
0.83,143.5993310376729,20620.76787446717,744.6436905s
0.84,146.62126670785608,21497.795851016264,749.0506386s
0.85,147.59818067580403,21785.222938807292,753.6354954s
0.86,149.51202803018202,22353.846525697936,758.19715s
0.87,146.66663324581262,21511.10130766171,762.6914933s
0.88,152.28998507295304,23192.23955352026,767.363972s
0.89,149.13525162023421,22241.32327583057,771.4416706s
