Alpha,Energy,Energy2,TimeElapsed
0,65.06363183229028,4233.276187207817,771.5317185s
0.01,4.896851065237359,23.97915035511626,771.5389125s
0.02,2.7855222317593626,7.7591341036256605,771.5508076s
0.03,5.883373428532866,34.61408289956657,771.5602232s
0.04,1.4378121116502247,2.067303668408078,771.5736766s
0.05,18.050810400682536,325.8317561213888,771.5835349s
0.06,7.16789489402795,51.378717211831955,771.5921344s
0.07,1.726855477986091,2.982029841850571,771.6058265s
0.08,5.209923639391192,27.143304328287165,771.6167038s
0.09,13.450544087517267,180.9171362502457,771.6262636s
0.1,2.335911047383105,5.456480421286434,771.6414727s
0.11,1.4100046031414954,1.988112980880206,771.6561888s
0.12,3.7250937105437085,13.876323152332294,771.6629974s
0.13,3.2045462529354656,10.269116687202732,771.6715631s
0.14,2.9739144250765963,8.844167007678662,771.6839861s
0.15,5.072800035347188,25.733300198618434,771.6941597s
0.16,7.5297148136714664,56.696605175223524,771.7029005s
0.17,1.5418067060157754,2.3771679187152155,771.711788s
0.18,3.2071061868381485,10.28553009365553,771.7223724s
0.19,1.2298660104582306,1.5125704036804446,771.7339637s
0.2,0.767723397283155,0.589399214735989,771.7461821s
0.21,2.7042132378726946,7.312769235885923,771.7572592s
0.22,4.038861724382334,16.312404028680643,771.7675085s
0.23,1.0361149325344818,1.073534153420934,771.7756464s
0.24,1.7679464759628423,3.125634741869433,771.7862712s
0.25,1.5973521475266315,2.5515338832079415,771.7957702s
0.26,2.41827064386912,5.848032906999168,771.8062069s
0.27,1.8776091756276239,3.5254162164010454,771.8134781s
0.28,1.4608874928730966,2.134192266833042,771.8241991s
0.29,2.192409915392631,4.806661237111924,771.831952s
0.3,1.580023773829917,2.4964751258677325,771.8396164s
0.31,1.3422625272759257,1.8016686921291551,771.8508621s
0.32,1.217695333529835,1.4827819253003363,771.8579485s
0.33,1.6220272998414298,2.6309725614308794,771.8714798s
0.34,1.1460621686631447,1.3134584944408703,771.8839957s
0.35,1.8253539525997757,3.331917052271624,771.8981779s
0.36,1.2618384689798197,1.5922363217973352,771.906069s
0.37,1.9176466527554967,3.6773686848243607,771.9166794s
0.38,1.1816244685179027,1.396236384600216,771.9282007s
0.39,2.0124730267834545,4.050047683530959,771.9348972s
0.4,1.40454087581307,1.9727350718297456,771.9409114s
0.41,1.4893063640476565,2.218033445992851,771.9563864s
0.42,1.4261276633891724,2.0338401122838605,771.9692323s
0.43,1.3727572596637931,1.8844624939596468,771.9785921s
0.44,1.3955530662666573,1.9475683607662693,771.9889313s
0.45,1.4162520263737948,2.00576980220788,772.0029158s
0.46,1.4768785386130134,2.18117021781571,772.0121122s
0.47,1.4533273138071927,2.1121602810580304,772.0225267s
0.48,1.4912239531193807,2.223748878356993,772.0308902s
0.49,1.4873322987596669,2.212157366933715,772.0433629s
0.5,1.5,2.25,772.0531283s
0.51,1.436435069422657,2.0633457086672737,772.0645817s
0.52,1.510694181796851,2.282196910914857,772.0730204s
0.53,1.534603589243006,2.355008176117517,772.0869431s
0.54,1.594124900349493,2.541234197914281,772.0955341s
0.55,1.6364228063691284,2.677879601205014,772.1133646s
0.56,1.4724124577223225,2.1679984456558903,772.1231235s
0.57,1.6058218587489537,2.5786638420359447,772.13931s
0.58,1.4232737030446019,2.025708033778294,772.1468515s
0.59,1.5768980832786594,2.48660756504791,772.1604522s
0.6,1.75408907177875,3.076828471733637,772.1742888s
0.61,1.378268388562635,1.8996237509110425,772.1826698s
0.62,1.7840349525610077,3.182780711959357,772.2017178s
0.63,1.779986033713911,3.1683502802165804,772.2112595s
0.64,1.7968821036495384,3.2287852944159905,772.218221s
0.65,1.3900189959528997,1.9321528091099074,772.245304s
0.66,1.3055753278756907,1.7045269367577174,772.2512929s
0.67,1.320438476738616,1.7435577708517964,772.276657s
0.68,1.9067563259266276,3.635719686461212,772.2884523s
0.69,1.9688336736888705,3.876306034651214,772.2971487s
0.7,1.0508640550332402,1.104315262160905,772.3072733s
0.71,1.5132083534438454,2.2897995209322337,772.3168968s
0.72,1.3022153330115704,1.6957647735304353,772.3254829s
0.73,1.69404323945357,2.869782497138346,772.3371091s
0.74,2.0221985646652882,4.089287034934352,772.3454823s
0.75,1.4137879449773196,1.9987963533631925,772.3557575s
0.76,2.077264895853384,4.31502944754477,772.3646802s
0.77,1.5991299772077454,2.5572166840044446,772.3719503s
0.78,2.1792708695857232,4.749221523024914,772.3819025s
0.79,2.0812959662617208,4.33179289917731,772.3960542s
0.8,2.1029627845004084,4.422452472993712,772.403085s
0.81,1.1706196957875055,1.3703504721656319,772.4131761s
0.82,2.350793486447812,5.52623001592546,772.4217842s
0.83,1.4462999379176302,2.091783510420541,772.4301732s
0.84,0.5271670688503387,0.27790511848025773,772.4390796s
0.85,2.1130374769707103,4.464927379082745,772.4482034s
0.86,1.197829497261197,1.4347955045090117,772.4576012s
0.87,2.250154099384722,5.063193470977869,772.4703673s
0.88,1.6026986971159474,2.568643113737155,772.4815005s
0.89,2.4635204142883538,6.068932831615462,772.4913702s
