Alpha,Energy,Energy2,TimeElapsed
0,8.914411569264711,83.73844588012786,8.7271895s
0.01,9.065326461892553,83.79719697380028,10.8362944s
0.02,9.91388335730476,99.55524451968431,12.7626781s
0.03,13.074592481680378,173.121402127163,14.7558343s
0.04,11.256630747909728,126.92288188149543,16.8573707s
0.05,12.500924224875487,156.65918780725056,18.8545019s
0.06,13.97073077588147,195.93221232212045,20.895725s
0.07,14.994316258187073,226.50385498224094,22.8874901s
0.08,15.345860013057788,237.97501599610789,24.9685188s
0.09,17.330025979706416,300.29464398520906,27.1232163s
0.1,17.24169479770654,296.41845819415516,28.9364041s
0.11,17.712883211693146,312.36654241397565,30.9701495s
0.12,20.09909423593254,401.8752484227347,33.2836866s
0.13,20.327393798835228,411.5178763555136,35.1896332s
0.14,23.333883564408676,543.6746468676896,37.5396701s
0.15,22.60046248781794,509.2718756165487,39.9006981s
0.16,22.93303579312758,522.396532569877,42.7565156s
0.17,25.0562718008547,624.0007663092736,45.3601419s
0.18,24.634495295101143,603.054353029236,48.3729977s
0.19,25.385687034830568,640.9037085521351,51.4170555s
0.2,27.00357160973059,724.7785115143616,54.1674938s
0.21,26.846107097933448,716.6720142477036,57.1838598s
0.22,26.990021432561008,722.9086814106548,59.5681981s
0.23,28.175147890075046,788.7764118180786,61.7216958s
0.24,29.293688794044957,851.6679727622683,63.9776484s
0.25,30.30597272272441,911.7530941870665,66.0349502s
0.26,32.05667877721988,1020.6375928990445,67.9703075s
0.27,32.583503665620945,1054.2539469741544,70.0357443s
0.28,33.64577290761287,1123.4951819932146,72.1511541s
0.29,33.99495108486972,1146.9901074620852,74.2064841s
0.3,35.22583431789351,1231.6636310169927,76.1765692s
0.31,35.30329543102622,1236.5403418763256,78.2039208s
0.32,35.98184124236733,1284.6104019339389,80.2570257s
0.33,37.63040200009296,1405.2907293571373,82.1689861s
0.34,37.87576893398368,1423.3630616204946,84.1438015s
0.35,38.78799261031719,1492.9705291571806,85.7960267s
0.36,39.97843658109094,1586.062550987328,87.4720671s
0.37,40.761045184190486,1648.5372259499072,89.308997s
0.38,40.610268473573555,1636.1351922159467,91.3758324s
0.39,41.8952573123181,1741.438129806884,93.4994394s
0.4,42.91312137793499,1827.0005908928895,95.4551482s
0.41,43.4427882913803,1872.4149643935725,97.3525203s
0.42,44.37664656194053,1953.7978752411977,99.5197373s
0.43,45.14366466038763,2021.8508699885476,101.4807639s
0.44,45.44806975454446,2049.1446850773186,103.3423352s
0.45,46.87865053660935,2180.2145903177766,105.4349666s
0.46,47.844389677972266,2270.951451494886,107.4407052s
0.47,48.178675939937214,2302.7733419618617,109.2200508s
0.48,48.90716356618299,2372.936971659557,111.7741958s
0.49,49.59526465930933,2440.1698703879188,113.9338661s
0.5,50.399997290819876,2519.999729082016,115.8263774s
0.51,51.16708744735262,2597.294278204197,117.6744412s
0.52,51.96295698994704,2678.721587759267,120.1400855s
0.53,52.58838750058737,2743.6071646071605,122.8027243s
0.54,53.473285088010904,2836.7352506655675,125.2452251s
0.55,54.10720077605142,2904.37806903975,127.6951792s
0.56,54.85209614468587,2984.8964429322714,130.1495202s
0.57,55.47973820582926,3053.6047084628094,132.4854795s
0.58,56.40019050855134,3155.776580892839,134.6578932s
0.59,56.47050347483548,3163.773366539843,136.9508858s
0.6,57.76808632974953,3310.8147263832093,139.0627252s
0.61,58.11477445626423,3350.790938793377,140.8750648s
0.62,59.039908815977945,3458.191630224501,142.5061788s
0.63,59.73585061702541,3540.235670242203,144.1240601s
0.64,60.768813348890895,3663.697285106861,145.8753906s
0.65,60.32965926536825,3611.555741456857,147.4227228s
0.66,61.14732373320369,3709.8678690583715,149.1246869s
0.67,63.08235529476841,3948.0421824195373,150.748245s
0.68,62.715586857434126,3902.724520999128,152.3389121s
0.69,64.47661795121134,4124.478709811201,154.0854164s
0.7,64.30666042598516,4103.06459089358,155.9496635s
0.71,64.22591204599055,4092.6762393058316,157.8383731s
0.72,65.21875723868689,4221.454546271233,159.5381225s
0.73,66.72572881052854,4417.467648173725,161.2502976s
0.74,66.88941759696286,4440.04156192285,163.5442143s
0.75,67.79620438820149,4561.098938635313,165.9889948s
0.76,69.64269881721906,4812.814792330127,168.39913s
0.77,69.59726577445723,4805.970503234132,170.7973783s
0.78,69.29089081999656,4764.784423812221,173.1416459s
0.79,71.25234245765748,5037.472857177126,175.542744s
0.8,71.27938148303693,5041.109127511596,177.98869s
0.81,71.47306313149346,5068.60154729022,180.3712819s
0.82,72.98600690750985,5285.371555804224,182.8047679s
0.83,70.26368062937141,4900.657009315407,185.323983s
0.84,73.84660386187451,5412.438088534576,188.0336245s
0.85,73.78836710265342,5402.232175818272,190.5517773s
0.86,75.58429341460068,5668.217336553257,192.8428172s
0.87,74.83856170576472,5556.890774852586,194.6605622s
0.88,77.53901985956648,5965.660304916452,196.4103901s
0.89,75.81853078912516,5703.992092578154,198.3050826s
