Alpha,Energy,Time
0.2,1.669531924738898,526.0688
0.25,2.071806310968243,396.203
0.3,1.6132392090856633,427.8945
0.35,1.5098054038529518,516.2449
0.4,1.4985987309693871,416.0267
0.45,1.4993918623646794,425.7601
0.5,1.5001499980724347,396.7327
0.55,1.4952444323082013,401.6965
0.6,1.5377023740643063,356.2615
0.65,1.594374639526518,383.1104
0.7,1.637939627027826,367.4628
0.75,1.7462098940892097,381.7266
0.8,1.7341608462457203,363.3153
