Alpha,Energy,Time
0.2,2.106043064112008,365.7753
0.25,1.8542741676594716,235.3249
0.3,1.7014286030212202,221.6254
0.35,1.5781932309217983,223.5635
0.4,1.5447929577960078,254.5379
0.45,1.5010217288413832,335.9608
0.5,1.500149998524854,327.4202
0.55,1.5097769678914283,265.7419
0.6,1.5252568576939627,292.5977
0.65,1.5418761437417006,245.9332
0.7,1.5863208697468107,232.3392
0.75,1.6137439258723425,255.5866
0.8,1.6614233644449603,250.5398
