Alpha,Energy,time
0.2,102.08029888258567,0.0
0.25,110.89737540560645,0.0004401206970214844
0.3,122.65155626108779,0.0
0.35,131.90665701808868,0.0
0.4,137.7073200543026,0.0
0.45,144.91845017104703,0.0
0.5,150.0,0.0010018348693847656
0.55,154.59988102070963,0.0
0.6,158.07749301395808,0.0
0.65,159.80300394737975,0.0
0.7,162.62540390233417,0.0
0.75,159.40098293666244,0.0010340213775634766
0.8,158.24072335945766,0.0
