Alpha,Energy
0.01,104.10556468890853
0.02,100.08643959220785
0.03,56.232401802501386
0.04,81.42450390586525
0.05,47.07385337457827
0.06,38.0624934852604
0.07,31.7053700276113
0.08,29.41703656547484
0.09,23.823577177061622
0.1,21.835599006395817
0.11,21.689743246723967
0.12,25.935747771050778
0.13,18.647212421638102
0.14,21.768405961581543
0.15,19.873027646181846
0.16,14.44756718887244
0.17,13.823664909189498
0.18,16.77046364785348
0.19,16.591154520608146
0.2,14.058293412457997
0.21,15.43809747145485
0.22,15.953423038935865
0.23,12.708656229769462
0.24,14.154619561683003
0.25,11.656775066291825
0.26,12.093993367950333
0.27,12.2205605125065
0.28,11.995015085783992
0.29,10.93182775057544
0.3,11.883993424065633
0.31,10.937213259725569
0.32,11.027538539566761
0.33,11.713660800982678
0.34,10.67103741171772
0.35,10.608491902065735
0.36,10.172785954746635
0.37,10.58555193775724
0.38,10.413095424518374
0.39,10.412434284880451
0.4,10.563534939493701
0.41,9.9500968415084
0.42,10.439804824025936
0.43,10.022212200828264
0.44,10.177965251756877
0.45,10.005900052521111
0.46,9.983246988571238
0.47,9.97524523786633
0.48,9.9569872529825
0.49,9.982826469802912
0.5,10.000999953377141
0.51,10.016904442527983
0.52,10.064322454847847
0.53,10.032058115270273
0.54,10.09126522819116
0.55,10.175147124001398
0.56,10.066824029134718
0.57,10.10468025320241
0.58,10.063658028694634
0.59,10.00466559690152
0.6,10.410525494585029
0.61,10.405094316901065
0.62,10.390522933997707
0.63,10.23918971788521
0.64,10.02561027400799
0.65,10.191514437492149
0.66,10.013351983399424
0.67,10.36835356534305
0.68,10.478697826295
0.69,10.42514244326085
0.7,10.569690623096514
0.71,10.256279437998996
0.72,10.676648937009114
0.73,11.111160383372864
0.74,10.511175002122139
0.75,11.067965542350402
0.76,10.823240903678458
0.77,10.882476051243541
0.78,10.986590725926867
0.79,11.151058585598403
0.8,10.93074995116026
0.81,11.266631221317652
0.82,10.906836777610815
0.83,11.395136509268827
0.84,11.429981830994214
0.85,11.179323595164567
0.86,11.524239781659123
0.87,11.952042234237084
0.88,11.625151923298427
0.89,11.451120953239352
