Alpha,Energy
0.01,32.56947055660786
0.02,17.920311181448763
0.03,32.58815715190555
0.04,34.50588652213716
0.05,27.194087613266916
0.06,35.54409348473331
0.07,18.77418056623781
0.08,22.275448952126112
0.09,25.862283864528372
0.1,18.96917613688807
0.11,21.845497525257095
0.12,17.580223515523446
0.13,12.732345140073978
0.14,19.31586758685094
0.15,16.078152771144772
0.16,20.025741049552604
0.17,12.240917902546428
0.18,12.99063378511075
0.19,12.125269416713813
0.2,13.3459116073079
0.21,9.978665718506123
0.22,15.941306185524313
0.23,12.931936207348144
0.24,11.59492241926245
0.25,12.667971488234883
0.26,12.694214733944962
0.27,11.269245008700382
0.28,10.923938538425915
0.29,12.278938010050346
0.3,11.220766520781247
0.31,10.66395451924073
0.32,9.619046891709942
0.33,10.948426089297566
0.34,10.312786940938562
0.35,10.21328864683756
0.36,10.678782416362226
0.37,9.582530844670732
0.38,10.51338885974281
0.39,10.36782347048023
0.4,10.729819633264343
0.41,10.163022095575478
0.42,10.266827276247216
0.43,9.947489255895595
0.44,10.0025081210716
0.45,10.01065049395372
0.46,9.992880355588056
0.47,10.007355498127048
0.48,9.963080243289953
0.49,9.948982117040584
0.5,10.001000120533424
0.51,10.057018491410181
0.52,9.934529035886984
0.53,10.040082276071091
0.54,10.060845146839068
0.55,10.152167585005134
0.56,9.85256798762636
0.57,10.337081092677668
0.58,9.976467064951601
0.59,10.325127190265318
0.6,10.353906036793344
0.61,9.881857203813079
0.62,10.200723668520366
0.63,10.793999914637313
0.64,10.355339001210538
0.65,10.487125154864026
0.66,10.314210435624204
0.67,10.795811775747138
0.68,10.224141636363813
0.69,9.892965498626564
0.7,10.636452300874181
0.71,10.527281049436109
0.72,10.152903780832188
0.73,11.495771402965438
0.74,10.67146181579099
0.75,11.399386775819755
0.76,11.165650405718695
0.77,11.382888667974482
0.78,11.323033705107608
0.79,12.090105528258377
0.8,12.422876248590104
0.81,12.04813419773821
0.82,11.3196263112421
0.83,11.608553122886555
0.84,10.440895246584942
0.85,11.767743577250315
0.86,11.586090555778169
0.87,11.765111339139779
0.88,11.616189234571722
0.89,10.736510360886284
