Alpha,Energy,Time
0.2,202.23092671328257,176.0961596
0.25,179.58136303224174,181.5712389
0.3,166.8472616713047,164.5342025
0.35,159.80249365727227,198.1939329
0.4,153.18463768766645,160.1298713
0.45,150.70235957367717,164.0202905
0.5,150.01500171610755,160.5524742
0.55,151.4757241992403,165.1145706
0.6,152.32364014096635,149.5919656
0.65,154.5310817178619,140.3053411
0.7,160.99893033662127,138.9301949
0.75,165.1087039234304,138.0345137
0.8,166.52502499672812,136.2509428
