Alpha,Energy,Time
0.2,107.39067603221191,208.3408215
0.25,115.16697444158785,220.0547871
0.3,126.33603200576952,241.4321458
0.35,131.50417106497287,209.8654532
0.4,135.4332179235688,214.7367007
0.45,143.8034164583766,221.5191798
0.5,150.01499968478382,214.5140022
0.55,157.16893408731386,199.6420451
0.6,162.35312349226987,196.1173693
0.65,166.29728779536683,188.953144
0.7,174.59409921188563,177.1710643
0.75,181.35015180564525,197.0145992
0.8,188.1761099406698,220.4081324
