Alpha,Energy,Energy2,TimeElapsed
0.2,550.3414897669923,349251.7714853382,6.191496159s
0.3,346.1531422711421,125197.82421801619,6.193945066s
0.4,158.9466969227337,25603.41315546052,6.196575563s
0.5,-1,1,6.198999892s
0.6,-140.88353623279679,19848.17078145776,6.201526735s
0.7,-264.2496026164771,69827.85248296594,6.203984256s
0.8,-365.3028248057888,133446.1538110882,6.20653191s
0.9,-456.9315487817122,209618.52600827513,6.20910974s
