Alpha,Energy,Energy2,TimeElapsed
0,7.468062767317425,57.86525598583797,9.8033625s
0.01,9.006286035463397,82.11741151923607,12.6206409s
0.02,9.566585575107661,93.43552703691886,15.9214937s
0.03,11.915381195579247,143.92862294205926,19.3822974s
0.04,12.184590747248244,149.06763100613793,22.4932495s
0.05,13.278074644075364,177.62647259407444,25.9863659s
0.06,13.114148677108833,172.8173979406364,29.1753202s
0.07,16.15351831269511,261.50867231876646,33.0878992s
0.08,13.122265173237349,171.21588164353082,36.3936607s
0.09,16.265056373774613,264.1148358338251,39.4092787s
0.1,16.70280866879794,279.0692415093828,43.0136601s
0.11,16.252848974215663,262.25139193583544,45.6743571s
0.12,20.213771715326384,406.5095093297492,48.9458468s
0.13,19.000731835233488,359.33269853801556,51.8765841s
0.14,20.35715992459847,414.4230695203155,54.4370273s
0.15,23.57086840734069,553.0538315616997,57.4804545s
0.16,22.852791633304182,520.0357456981035,60.2796645s
0.17,24.259800395733137,586.4486414116687,63.1223645s
0.18,25.85712258984622,665.0435604972394,65.7125654s
0.19,24.282525262261338,585.4384373500014,68.1417369s
0.2,26.128141420416746,679.298966677904,70.7056688s
0.21,26.004039722326763,671.022914172244,73.5348284s
0.22,27.703825644655637,761.7780320685098,76.059069s
0.23,30.171326512272948,904.9065819037984,78.8766918s
0.24,30.83426552041629,944.6664333133291,81.4132645s
0.25,29.838596428123793,883.9736961425191,83.7619638s
0.26,31.471430025626468,983.6988438786102,85.7921142s
0.27,33.22666382713125,1096.7039535536394,87.4925136s
0.28,33.24230424650299,1097.1434682547294,89.4472763s
0.29,33.23300970266516,1095.9866928407325,91.6302482s
0.3,34.49851002038528,1181.005081421731,94.69573s
0.31,35.09953509981499,1222.4231053676226,97.2150046s
0.32,37.53900107349608,1398.8583128720854,99.7709369s
0.33,36.258626850159665,1304.5400574193977,102.3425354s
0.34,37.42848330777647,1389.9091556068686,105.1981232s
0.35,38.14730839012036,1443.9901841808673,107.7072257s
0.36,39.67617984542669,1562.015865366024,110.7019663s
0.37,39.73680120624363,1566.5661802511831,114.2850429s
0.38,41.60259562341549,1717.232307570056,116.7952253s
0.39,41.88336740649563,1740.3723790258937,118.9477432s
0.4,42.73373398430556,1811.7717793192758,121.5640088s
0.41,43.83152918238837,1906.2950230188433,124.1043398s
0.42,43.86396455974177,1908.8585310663987,126.4352982s
0.43,45.536320984228695,2057.1864805613236,129.0501724s
0.44,45.81371837773794,2082.2836186741156,131.4336674s
0.45,46.805217272489614,2173.4586679620857,133.8643782s
0.46,47.35527543870526,2224.735604988925,136.5054772s
0.47,48.211805020849894,2305.9439902951485,139.1915235s
0.48,48.88706979533587,2370.981922551665,141.5950764s
0.49,49.62021909011838,2442.6259072580638,143.5826302s
0.5,50.39999959140289,2519.999959140296,145.8856251s
0.51,51.15863778450496,2596.4355237216346,147.9008779s
0.52,51.80982183532013,2662.9586426030614,150.1282573s
0.53,52.63167520608166,2748.110067848959,152.2391254s
0.54,53.36202500277452,2824.925398411615,154.938471s
0.55,54.29521423242214,2924.5843920892526,157.2658985s
0.56,54.56306614415263,2953.542339699091,159.3541577s
0.57,55.45334671626909,3050.74759343925,161.5848106s
0.58,56.47407183508944,3164.1247490928185,163.8869909s
0.59,56.786311229903475,3199.320492864616,166.1920863s
0.6,57.58984528863186,3290.5388569591855,168.5844344s
0.61,58.54096432396912,3399.979319889327,170.8636497s
0.62,59.38697447888452,3498.971116956586,172.9795362s
0.63,59.49876607163487,3512.140046886565,175.1415934s
0.64,60.10649342306249,3584.8497553897028,177.1011682s
0.65,62.426370470486276,3866.1780008785363,179.3976018s
0.66,61.22532551610139,3719.1203383371917,181.6941879s
0.67,62.28496730479749,3849.263600427097,184.028175s
0.68,63.306731363831844,3976.111013023409,186.624544s
0.69,64.86584049793987,4174.345677193237,188.8585974s
0.7,64.8697209889799,4174.881563473636,191.1062659s
0.71,65.74133968564439,4288.495603939005,193.3440356s
0.72,67.58904829679852,4532.048056847917,195.6418756s
0.73,65.91947634338877,4312.226075042633,198.0027224s
0.74,67.17796730792406,4477.093811325333,200.3566045s
0.75,67.36312367908931,4502.714713454065,202.8555803s
0.76,68.4382980203058,4647.522630263117,204.8975896s
0.77,69.53416304631698,4797.363526413551,207.2023124s
0.78,69.71265720173395,4821.897032460737,209.4810068s
0.79,71.81464331083652,5116.828794403877,211.5473771s
0.8,69.38593532020023,4779.788493917883,213.7982079s
0.81,73.0322469462078,5291.558726237351,215.8572679s
0.82,73.52605922717083,5363.512101643394,218.0773595s
0.83,74.09406477850467,5447.74329948208,219.8814764s
0.84,72.76355682837905,5255.283594862033,221.4368869s
0.85,75.69911584208535,5685.307629151364,222.9802362s
0.86,75.23624529472666,5617.934492195181,224.5858001s
0.87,75.7828179815583,5698.643182221489,226.633142s
0.88,74.78229166922468,5549.834383684228,228.7159272s
0.89,78.18227561072112,6066.888121617008,231.0524762s
