Alpha,Energy,Energy2,TimeElapsed
0,83.08102232026668,8169.0685379553315,1.1947971s
0.01,58.838017918328894,3662.7074999975102,1.2131224s
0.02,310.1900292598705,132335.1822358653,1.222491s
0.03,108.32620061835057,17124.57153828697,1.2278464s
0.04,423.68685935625314,221952.00180732674,1.2501143s
0.05,448.2633757117925,260123.00715728322,1.2586956s
0.06,540.8619190338337,351290.6711496178,1.2755201s
0.07,585.9838794468877,398812.91443533095,1.2935756s
0.08,1009.6750046453868,1236428.1995726076,1.303459s
0.09,654.3811865579235,541920.9128360515,1.3128598s
0.1,1103.300907843238,1405650.294604418,1.3287659s
0.11,849.2535524886587,884793.2608200004,1.3416276s
0.12,1077.55873152351,1304833.2135255777,1.3590537s
0.13,924.6605294000841,992834.0828991878,1.3764928s
0.14,906.2364589856209,913407.0578894533,1.3940435s
0.15,780.8323602579466,701123.1117056777,1.4022075s
0.16,957.793409875984,978959.4904856189,1.4106174s
0.17,927.6947189532639,915547.0992710845,1.4167804s
0.18,884.8614811765649,831918.6130287482,1.4291257s
0.19,852.4528464913974,761940.6137497362,1.4382794s
0.2,750.1115650674665,623876.1970769885,1.4487462s
0.21,717.8916858434063,572017.5062637397,1.4614221s
0.22,716.0464658666102,540471.4218173891,1.4802526s
0.23,702.9496296136111,520614.00714207883,1.4968897s
0.24,701.6849897148189,509937.47985923546,1.5075831s
0.25,685.8108985370621,492942.391149485,1.5175708s
0.26,654.2375787403737,443592.3360843763,1.5320195s
0.27,609.0049219542927,387350.51044084097,1.5491222s
0.28,656.0394490597843,437971.2695372113,1.5634215s
0.29,567.225588867865,337563.8689635365,1.578084s
0.3,511.7712852363183,280709.1594277379,1.6027402s
0.31,558.7970196326148,318310.4286021915,1.609251s
0.32,595.7305550616231,354932.8156555038,1.6252245s
0.33,551.758751439406,305858.1823641857,1.6487465s
0.34,512.1185923947344,268128.02497633145,1.6562985s
0.35000000000000003,532.3318384636351,285210.8389424931,1.6699097s
0.36,519.849202440376,270400.2870381865,1.6779475s
0.37,477.358048614877,231457.20814607656,1.691813s
0.38,468.04050390485395,221247.25262137665,1.7046698s
0.39,473.87143876863706,225039.6214335536,1.7137114s
0.4,455.5178375720812,209361.35617539944,1.7238252s
0.41000000000000003,444.4349277620029,200688.99490464802,1.7364508s
0.42,427.1397979451386,184456.34371214264,1.7421816s
0.43,436.50556427375506,191373.6807422351,1.7623961s
0.44,424.63158479275126,180970.64780570235,1.7804922s
0.45,421.1595677293785,177751.8353311416,1.797574s
0.46,401.27162712742216,161224.53730640677,1.8060179s
0.47000000000000003,401.01356598272525,160938.52227131795,1.8222152s
0.48,403.23739302462843,162637.04024330102,1.8354234s
0.49,381.9068422229648,145853.46388455757,1.8529513s
0.5,360.18729167658256,130745.69471538118,1.8597539s
0.51,376.44885272211826,141713.73871579906,1.8748878s
0.52,375.7179979206158,141489.73386933174,1.8919242s
0.53,371.07887012843213,137699.52785579293,1.9132628s
0.54,360.9515332200396,130286.00933389783,1.9345778s
0.55,343.95936558634344,118308.04517456092,1.9411393s
0.56,334.7960842530502,112097.72135125673,1.9495153s
0.5700000000000001,334.0223614335527,111570.93793764667,1.958262s
0.58,332.40190500598817,110729.03318067266,1.9728476s
0.59,317.90013256171073,101060.49428275276,1.9793839s
0.6,299.48896149915544,90337.85484612347,1.9923165s
0.61,306.6152332010972,94012.90123096357,2.0073142s
0.62,304.19087242142524,92532.08686450803,2.0174745s
0.63,313.83772500387323,98494.11763560645,2.0369467s
0.64,291.11965377933643,84750.65281660041,2.0541712s
0.65,291.18797824761293,84790.43867593244,2.0617714s
0.66,284.4491618796166,80911.32569401653,2.0757101s
0.67,280.47683340559433,78667.25407722949,2.0862707s
0.68,276.5215170113767,76464.14937027295,2.1006814s
0.6900000000000001,278.2042082059681,77397.58146351011,2.1116828s
0.7000000000000001,273.28333481014846,74683.78108495557,2.1284364s
0.71,269.03719953899036,72381.01473578253,2.1387557s
0.72,266.35454006524964,70949.30160963016,2.1448595s
0.73,263.41014627505695,69390.35669460011,2.161052s
0.74,263.4832772904874,69423.43741173555,2.1699278s
0.75,254.35519093767377,64696.563156940916,2.1829652s
0.76,251.8605499344294,63433.73661327288,2.1980792s
0.77,244.65162405001678,59854.41715031049,2.2067241s
0.78,245.97380585472735,60503.11316665935,2.2175211s
0.79,245.52035703406344,60280.2457181337,2.2246291s
0.8,248.01537122394512,61511.62436335156,2.2533313s
0.81,230.53457375477254,53146.18969629496,2.2667103s
0.8200000000000001,238.5988816913525,56929.42634436416,2.2825991s
0.8300000000000001,234.14095026938935,54821.984593052424,2.3084175s
0.84,225.69998830574056,50941.128580457946,2.3242437s
0.85,232.97752162367294,54278.525581908485,2.3393837s
0.86,225.8470435100943,51006.88706225058,2.3604444s
0.87,214.1439596466636,45857.63545315215,2.3724935s
0.88,214.68561660110183,46089.9139753952,2.3960792s
0.89,215.66736043345,46512.41035633155,2.4147118s
0.9,213.6217024354253,45634.23175140928,2.4343557s
