StepSize,Alpha,Energy,Energy2
1,0.2,22.025410508517833,502.12301569391593
1,4.481717278040786,69.18201170074195,5063.262482866187
1,3.747542336603063,57.20632454873019,3486.120704449591
1,2.9368463510953715,45.41028989443584,2186.526139105892
1,2.169706365603517,34.23018136072288,1234.4755621898685
1,1.4303509021983372,24.310886221878633,614.7351121620858
1,0.7309122959968353,16.238186000461507,265.9323074164771
1,0.32414323931002204,16.327721508059494,269.7836832057195
1,1.437487490536343,24.46100350049443,621.013371717424
1,0.7917090180462182,16.58967114302024,278.5734953800206
1,0.3306382626256272,16.23602775298008,266.22334061107455
1,1.2803910694525003,22.285761956476502,513.6481125299683
1,0.6419818557044163,15.367909247220913,237.15773986179917
1,0.33095516194984154,16.315085826429765,268.94823050620727
1,1.349703163093651,23.071980350902855,552.6053988690052
1,0.6638695236572131,15.58075555185175,243.9264363001677
1,0.3496450289240966,15.912557979876022,255.06118987895715
1,1.1124199708725793,20.07765577224702,414.4737444759397
1,0.5208300163849873,15.004978373798226,225.17049534320623
1,0.4641757129735944,15.036399215484467,226.17558699977263
1,0.5827751258893278,15.156655077010102,230.09797251277783
1,0.3707647426032983,15.686379113429021,247.51123985191202
1,1.0018259960554587,18.791178192661473,361.58438374052247
1,0.4173903445286451,15.244153826163991,232.84986684799307
1,0.734434242257954,16.120301746794176,262.1211126618954
1,0.3365799674535411,16.192994554620213,264.4666286133531
1,1.186791705320251,21.049504414381225,457.7349443382672
1,0.5424846191294074,15.030524068079506,226.02041733840846
1,0.41669955673015113,15.214746121356216,231.95634465087556
1,0.7339477642785661,16.146774847581106,263.24446229695513
1,0.27885409641787023,17.768360837274425,321.3293999925317
1,1.9729351834928113,31.440437981617535,1040.5150777843312
1,1.2208741432680146,21.481027866349528,476.7224725141512
1,0.5667604504760348,15.14091441648836,229.4981626273266
1,0.3857741801230187,15.484287523035132,240.75041528259263
1,0.8867416606906809,17.458400642723216,310.56403317554725
1,0.3278554304934006,16.34998659208393,270.22334482975594
1,1.38153385180419,23.50574353970212,573.6709277867122
1,0.7213173742805267,16.043690189658847,259.5650618519101
1,0.3168124735538005,16.428252924038507,273.3857025736367
1,1.5380178144346721,25.649297479288716,685.1043549643538
1,0.8793469898986097,17.29292748357807,304.35684040972177
1,0.36453408510841123,15.746694478289504,249.53486392639414
1,1.0835486237733933,19.714059410487646,398.63046449150227
1,0.5326262529401669,15.042555706022172,226.3348379384938
1,0.4443315085619891,15.066199868969553,227.17949384444051
1,0.6374417520094778,15.392807418407081,237.90561114832647
1,0.32537838876788217,16.278575605397585,267.5173647167282
1,1.199762424979361,21.205874837264716,463.96860442495534
1,0.5895012111086474,15.235697907416851,232.49192603367672
1,0.3897918252819912,15.381114117653565,237.6047718096927
1,0.9293361243415532,18.05530673414422,332.2963081439809
1,0.39250344288692607,15.39326402148384,237.7927663164566
1,0.8573439814880115,17.206773720558303,301.0603945456433
1,0.32265599799620603,16.285399763111755,268.34310128534497
1,1.4004068130198741,23.655078968224736,581.8722291742405
1,0.7159458225009824,15.938358824285467,256.0775417494009
1,0.31535441795249636,16.628099369679212,279.8606852604288
1,1.5150653244828556,25.009673687570306,652.9869828560455
1,0.8052740309099846,16.745465687979515,284.20014036771204
1,0.30784719154262175,16.708426131899373,282.8280145970903
1,1.5401500077597394,25.632067724280684,684.8420320803598
1,0.8652661055198606,17.301069724899033,304.11991361226166
1,0.3713343984244403,15.797753199985285,250.88475189896363
1,0.9805608909944477,18.469270695552787,349.6561682982228
1,0.36867300864837493,15.728454304367995,248.85607370542832
1,1.0593270268257422,19.57423816912123,392.9854357335688
1,0.4826794553828969,15.003728698919478,225.12919253570445
1,0.5399840863753436,15.063647341743069,226.99789754567658
1,0.43091702011507205,15.087525448221662,227.93304491526757
1,0.6686265406715013,15.573963350711038,243.83761370439484
1,0.3369044805194628,16.130287945774576,262.43877003007657
1,1.219125506864408,21.469537608291745,474.82768688896164
1,0.653853295968582,15.486252107021452,240.93088655673407
1,0.3319422141530943,16.22293008452486,265.9979440398497
1,1.3536674123093237,23.049311780726114,552.4186997393377
1,0.6614839098846571,15.547150046809561,242.92876204581842
1,0.315675178307549,16.70702536810543,282.502085448851
1,1.4253344825404533,24.106875026114153,604.1451274239669
1,0.7344333598520046,16.127472105285687,262.48699970634806
1,0.31231863436244417,16.58420003571936,278.50189424554605
1,1.4632632869920166,24.1404860971253,608.5116719427958
1,0.7976966927494381,16.638963071163214,280.57559713688767
1,0.3172667685288056,16.588604439158825,278.87715392807996
1,1.592212244441313,26.24299394582424,718.3932786272359
1,0.9238569756988203,17.85739091865791,324.81524472971296
1,0.42852739334107387,15.159948961285586,230.18161148979738
1,0.6950150865098206,15.832393359729952,252.22230065608017
1,0.34833680310986737,16.011158956078273,258.5939918269054
1,1.286067435724299,21.929256512552417,499.2876460538898
1,0.625672833049519,15.366418634248767,236.89325759255965
1,0.34333391948579645,16.042988550891778,259.53024795175753
1,1.1669677299060843,20.885335298178756,450.0701444441802
1,0.4893179365348881,15.007700455968623,225.2362037548393
1,0.5258939130123692,15.024564959629103,225.7733450783502
1,0.45296627156808267,15.01670457331337,225.6358855706863
1,0.6140771418514198,15.355071663811264,236.35916902864457
1,0.3781492885880946,15.57421253665252,243.76504698460425
1,0.9735223733839451,18.473935154002746,348.8405708984765
1,0.4217045946784368,15.189325684525878,231.13747710422822
1,0.7328975535441262,16.06670289889243,260.5776563389165
1,0.2824042962831976,17.415861074286873,308.60378865148357
