Alpha,Energy,Time
0.2,20.445663836961824,3.6529842
0.25,18.391432528193768,3.7642231
0.3,18.49895723315781,3.7754268
0.35,15.607078657347165,3.8538981
0.4,14.8184845850363,3.8296118
0.45,15.219785320782805,3.6240205
0.5,15.001500034548133,3.71734
0.55,15.045108792003486,3.606303
0.6,15.127602534600598,3.9188818
0.65,15.30030865952855,3.89452
0.7,15.471540553173604,3.799972
0.75,16.205663050173882,3.2488116
0.8,16.84696631958478,1.70132
