Alpha,Energy,Time
0.2,21.93168123481477,3.0228616
0.25,18.931517427042035,3.0695726
0.3,16.980326061290988,2.9301603
0.35,15.861337796101179,3.043634
0.4,15.332382794400937,2.8938389
0.45,15.143020546228861,2.8800303
0.5,15.001499954589047,2.9494078
0.55,15.026082357012445,2.7095165
0.6,15.397437645844995,2.6483154
0.65,15.593351560183574,2.5539271
0.7,15.73084011381751,2.7288243
0.75,16.24792023250068,2.6958776
0.8,16.180499755767542,2.6410604
