Alpha,Energy,Time
0.2,35.86457106415326,110.0375261
0.25,37.115831185753564,115.3162255
0.3,41.37298928691416,107.136347
0.35,44.198587867939324,118.0573548
0.4,45.57263382333432,112.074275
0.45,47.79041392152567,105.0293495
0.5,50.00499978508557,108.8266036
0.55,52.58785713397065,97.2796811
0.6,54.1357918614108,92.8490437
0.65,56.793122796139414,94.1957495
0.7,57.27693809728931,94.5431648
0.75,61.08347758730624,87.6445518
0.8,60.4203320026822,102.0111123
