Alpha,Energy,Time
0.2,72.83145365655278,291.3049511
0.25,78.13545686193663,239.2600682
0.3,81.21971076501167,236.3826543
0.35,85.0699986860142,237.289941
0.4,91.25366035436778,235.22083
0.45,95.74903538633971,233.8588204
0.5,100.00999935501987,233.3476512
0.55,104.22991165117207,236.2952767
0.6,107.17725430454169,231.0933023
0.65,112.73609138084505,234.0876941
0.7,114.31369272383317,221.432921
0.75,120.25281347506174,194.7383384
0.8,121.27482607535337,213.8561506
