Alpha,Energy,Time
0.2,141.7813258551686,250.5550446
0.25,117.51367361399899,215.2022845
0.3,114.10960234536964,199.4286999
0.35,103.00314219613932,194.8991131
0.4,102.97848793387539,194.1892822
0.45,101.43007077262811,187.8750813
0.5,100.00999976705941,186.9134334
0.55,99.76671291076656,182.154148
0.6,101.15597555882553,182.6860891
0.65,102.77573136551894,179.7506536
0.7,106.00030804266746,174.0217546
0.75,109.3929267711998,174.1889397
0.8,112.61116295322262,175.3281677
