Alpha,Energy,Energy2,TimeElapsed
0,12.588939804408112,158.48140539901095,60.0264ms
0.01,54.660179688997445,2987.735243633489,66.4519ms
0.02,9.128740250853939,83.33389856756084,73.5697ms
0.03,780.550325626583,609258.8108357647,83.8704ms
0.04,1476.915020617463,2181277.978125481,88.8795ms
0.05,1224.730233397719,1499964.1445984314,103.0113ms
0.06,990.1373120117887,980371.8966379302,110.1522ms
0.07,1663.2146823888984,2766283.079714004,116.7055ms
0.08,1145.4364915329177,1312024.7561352397,128.7614ms
0.09,802.7553677367067,644416.1804300952,135.5204ms
0.1,1276.355601246159,1629083.6208324442,143.49ms
0.11,1260.9958225720025,1590110.464544041,154.5964ms
0.12,1317.0924264886355,1734732.4599137218,172.2809ms
0.13,1081.3977830631275,1169421.1652138468,188.0267ms
0.14,1231.2576329422718,1515995.358678606,199.0654ms
0.15,905.6931452413747,820280.073337214,207.0023ms
0.16,1071.2289729888048,1147531.5125706494,217.6192ms
0.17,987.070752445883,974308.6703340817,226.3167ms
0.18,908.7861642469992,825892.2923267737,233.6143ms
0.19,847.0904883043144,717562.2953756418,238.8597ms
0.2,793.5457172594843,629714.8053808693,244.0028ms
0.21,741.6713154142479,550076.3401083009,254.4176ms
0.22,686.9547354072076,471906.80849838664,261.7763ms
0.23,652.3723908108113,425589.73629221396,279.9954ms
0.24,613.671449595163,376592.64804822876,296.8184ms
0.25,563.9241273824199,318010.4214440237,304.8622ms
0.26,536.0019681639449,287298.10987562255,310.9698ms
0.27,498.85795987439826,248859.26413004674,324.6884ms
0.28,468.8950173822411,219862.5373258922,329.8272ms
0.29,429.9961860343193,184896.72000406092,339.6803ms
0.3,400.6293471965164,160503.87383510688,345.4159ms
0.31,372.6892994219254,138897.31390360557,351.897ms
0.32,354.9166987192972,125965.86302980437,358.7151ms
0.33,331.1266166712257,109644.83626813284,365.4324ms
0.34,310.98035208577284,96708.77938339124,374.7957ms
0.35000000000000003,277.9996356890775,77283.7974432598,380.444ms
0.36,250.86158146317206,62931.53305420371,386.1411ms
0.37,237.31589724285726,56318.835084182385,397.6717ms
0.38,214.2996394728747,45924.33547820408,409.2973ms
0.39,196.59358939536156,38649.03939135202,419.5334ms
0.4,168.8076064611101,28496.007999129026,432.124ms
0.41000000000000003,154.00616457869552,23717.89872824025,439.8055ms
0.42,132.20100303999857,17477.10520478171,454.8123ms
0.43,117.179176252665,13730.959347253129,466.0974ms
0.44,96.23278461782324,9260.748835300357,475.2275ms
0.45,80.87632541425083,6540.9800125117945,488.6656ms
0.46,66.08182766265641,4366.807947237022,498.5535ms
0.47000000000000003,48.70812487355915,2372.4814286982314,506.3962ms
0.48,32.46944725565709,1054.2650050878976,512.3183ms
0.49,16.056559103942828,257.8130902584093,525.7859ms
0.5,0.5,0.25,537.499ms
0.51,-14.247158544862781,202.98152660245657,546.8562ms
0.52,-30.655004048471,939.7292732117734,555.1358ms
0.53,-42.96185847260669,1845.7212834202874,565.3299ms
0.54,-57.189142872863336,3270.598062532775,570.5523ms
0.55,-71.1077457931435,5056.311511782316,577.7353ms
0.56,-87.68443274330134,7688.559745514537,590.0736ms
0.5700000000000001,-100.16757893537323,10033.543869774227,601.7342ms
0.58,-115.27533212800947,13288.402197222891,611.601ms
0.59,-128.16478380472083,16426.21180771083,624.8817ms
0.6,-138.9654961900504,19311.409131346914,631.6251ms
0.61,-157.83080513502878,24910.56304957143,638.5616ms
0.62,-161.26759310439385,26007.23658568434,648.7529ms
0.63,-180.19824634538466,32471.407985951937,665.8624ms
0.64,-198.34135653757028,39339.29371316357,682.176ms
0.65,-211.08984098845954,44558.92096853314,687.3389ms
0.66,-213.48419896117542,45575.503206094734,699.774ms
0.67,-225.4859215273665,50843.90080704568,707.4788ms
0.68,-246.88224412203644,60950.8424627328,712.7987ms
0.6900000000000001,-251.06174919089992,63032.001906794336,731.6784ms
0.7000000000000001,-255.2855582599113,65170.71625607457,739.3899ms
0.71,-275.92265412949746,76133.31106186628,744.9343ms
0.72,-288.8418252606123,83429.6000198821,751.4191ms
0.73,-288.3764463359903,83160.9748013743,760.1293ms
0.74,-308.79132796428684,95352.08422594775,774.7873ms
0.75,-314.58849715791087,98965.92254407289,784.0334ms
0.76,-343.11318467045925,117726.65749470468,791.2424ms
0.77,-338.9817682789418,114908.63922551819,807.277ms
0.78,-349.51505184292046,122160.77146475937,813.3713ms
0.79,-363.07230308231584,131821.49726549702,825.081ms
0.8,-369.9814346764645,136886.26200525498,832.2716ms
0.81,-395.0598089372497,156072.25263753626,840.3001ms
0.8200000000000001,-404.82078885502,163879.8710892007,854.3795ms
0.8300000000000001,-401.45020500563004,161162.2670990624,859.5675ms
0.84,-407.11154860070036,165739.81300406042,868.6286ms
0.85,-415.3805897372963,172541.03433050407,881.1801ms
0.86,-446.8408000513088,199666.70059049374,893.5484ms
0.87,-440.0314883265805,193627.71071890552,905.2199ms
0.88,-446.6141514724174,199464.2002954274,916.7171ms
0.89,-474.1136154302326,224783.72033632649,924.2715ms
0.9,-488.3408145287494,238476.7511346024,940.1701ms
