Alpha,Energy,Energy2,TimeElapsed
0,4.386883000418741,19.244742459362932,57.8456ms
0.01,1.6616419783138279,2.7610540640946915,64.6959ms
0.02,4.159380173579912,17.300443428369658,75.3193ms
0.03,1.4932997319323207,2.2299440893891407,91.5064ms
0.04,0.06121691909433266,0.0037475111834020707,96.4844ms
0.05,0.6417254279212911,0.4118115248407641,106.6989ms
0.06,0.45394809621310694,0.2060688740555042,114.4397ms
0.07,1.1010498074331392,1.212310678448553,120.6761ms
0.08,0.27784890553598407,0.0772000143075442,126.1215ms
0.09,2.1867430561764687,4.781845193736003,132.9917ms
0.1,0.5924278033945256,0.3509707022348627,142.4885ms
0.11,2.7344602181423037,7.4772726846028545,149.6521ms
0.12,3.4262149176924512,11.73894866221829,158.7918ms
0.13,0.5946561405645403,0.3536159255111143,165.9055ms
0.14,0.9041503930113836,0.8174879331826393,171.3716ms
0.15,2.144932193529222,4.600734114838079,179.4001ms
0.16,0.49403975514414444,0.2440752796628862,188.4353ms
0.17,0.9230911425287445,0.8520972574150228,194.3049ms
0.18,1.1081627756981405,1.228024737443007,206.0787ms
0.19,0.7636079295098492,0.5830970700103189,213.8528ms
0.2,0.35000648219587704,0.1225045375791328,219.3665ms
0.21,0.3524111897186295,0.12419364663889988,227.8714ms
0.22,0.22662290849978814,0.05135794265690335,235.64ms
0.23,0.29257976799169017,0.08560292063807125,241.1507ms
0.24,0.7496895436545354,0.5620344118649456,252.6093ms
0.25,0.312478074839508,0.09764254725540517,260.4297ms
0.26,0.2982282014023685,0.08894006011169167,265.2376ms
0.27,0.9863101269552457,0.9728076665344728,280.2772ms
0.28,0.2808497872310863,0.07887660298774643,288.3847ms
0.29,1.0960759958213517,1.2013825886157679,295.2776ms
0.3,0.3076153596249347,0.0946272094771779,305.8029ms
0.31,0.3177574872753967,0.1009698207195739,314.3244ms
0.32,0.3739511872045489,0.13983949041169158,319.3271ms
0.33,0.33042682305349574,0.10918188539322618,332.9474ms
0.34,0.6900020365090568,0.4761028103866457,344.5636ms
0.35,0.38857796660415633,0.15099283613022083,350.9622ms
0.36,0.3665112441129359,0.1343304920612121,356.3804ms
0.37,0.37344663930363475,0.1394623924071791,367.2977ms
0.38,0.4005163824102358,0.16041337257898225,372.492ms
0.39,0.7333431474708573,0.5377921719424635,389.3534ms
0.4,0.4002051653984427,0.1601641744115949,396.8865ms
0.41,0.6077431971587172,0.3693517936926994,406.6775ms
0.42,0.4477351413239397,0.20046675677636827,414.5141ms
0.43,0.4438906573825029,0.19703891571147056,420.6692ms
0.44,0.6505180007963485,0.42317366936007805,428.7551ms
0.45,0.4639596590745264,0.21525856524855078,433.7287ms
0.46,0.4682439414478925,0.21925238870265737,443.8637ms
0.47,0.4920049268340251,0.24206884802895437,449.0308ms
0.48,0.560263212755623,0.31389486756725243,459.9267ms
0.49,0.4963394284661567,0.24635282825011107,467.4187ms
0.5,0.5,0.25,477.9841ms
0.51,0.49391085380991034,0.24394793151123462,484.9885ms
0.52,0.5135762766958647,0.26376059198478735,496.1949ms
0.53,0.47785312710293615,0.22834361108205484,507.2213ms
0.54,0.43657760334731815,0.19060000374448827,514.2803ms
0.55,0.5281247155566148,0.2789157151817553,519.1763ms
0.56,0.5216484902277763,0.2721171473569184,529.5606ms
0.57,0.5695939664068247,0.32443728656705895,536.3737ms
0.58,0.5648085711023723,0.3190087219907035,543.1163ms
0.59,0.22815627119508858,0.05205528408564681,550.9117ms
0.6,0.45079289924181587,0.20321423800684196,555.2733ms
0.61,0.5095755926727004,0.2596672846477338,561.7958ms
0.62,0.6069339823005255,0.36836885887117465,570.215ms
0.63,0.45555700954509293,0.20753218894566788,578.2767ms
0.64,0.6284325587227806,0.39492748086286106,583.6926ms
0.65,0.6246317394144152,0.39016480988387786,600.3727ms
0.66,0.5369028452614807,0.2882646652498735,609.3469ms
0.67,0.6292411076470246,0.39594437155285434,616.3129ms
0.68,0.6777867061039287,0.45939481897121337,623.7941ms
0.69,-0.2460728178101429,0.06055183166502378,634.172ms
0.7,0.5314092346147932,0.28239577463388027,642.9856ms
0.71,0.6002606818074259,0.36031288612391577,651.1196ms
0.72,0.649077737331059,0.4213019090988072,657.2372ms
0.73,0.6710609516315524,0.45032280080464476,665.7136ms
0.74,0.6989620993191527,0.488548016284637,671.204ms
0.75,0.7354884328137563,0.5409432348028353,678.1859ms
0.76,0.6899971698818333,0.4760960944449396,684.4825ms
0.77,0.7343172297034579,0.539221793839361,689.05ms
0.78,0.7780283273830174,0.6053280782104157,697.7619ms
0.79,0.5976180099656536,0.3571472858353081,711.3192ms
0.8,0.07053864728627612,0.00497570076097767,719.1331ms
0.81,0.6989756898858264,0.4885670150513669,725.9234ms
0.82,0.4081739851481562,0.16660600215172727,732.6561ms
0.83,0.7919951006708337,0.6272562394866039,741.444ms
0.84,0.8206028122504221,0.6733889754733015,746.1767ms
0.85,-0.24835747090605176,0.061681433354850344,751.7971ms
0.86,0.19301878889680202,0.03725625286718822,762.3266ms
0.87,-0.07493915604654822,0.005615877108968904,769.5472ms
0.88,0.6432426688592476,0.4137611310411677,777.6098ms
0.89,0.8892479369773697,0.7907618934185081,784.9824ms
