Alpha,Energy,Energy2,TimeElapsed
0,28.767949169265453,911.6518064278604,1.045885s
0.01,371.3428120207524,151199.85018721898,1.0595522s
0.02,355.51622226211373,156626.3942893627,1.0754422s
0.03,95.13381995081207,10827.711432269429,1.1041046s
0.04,471.9320842428816,282088.2200471086,1.1257489s
0.05,730.7645503630152,622437.4573870206,1.136574s
0.06,424.4331467195236,215226.1953092397,1.1485689s
0.07,924.5775588354788,1032777.2566697645,1.1614703s
0.08,525.2476045618107,325859.6777495246,1.1719052s
0.09,398.7123809567183,202376.880816886,1.178563s
0.1,833.4148210036213,775557.5853616401,1.1947452s
0.11,930.4246038806865,995106.720384274,1.2127255s
0.12,754.3866099031231,658711.6668291105,1.2293246s
0.13,957.471289531655,1065466.6826788173,1.2464377s
0.14,665.8539030498913,545527.4154225597,1.2653677s
0.15,739.3876851373195,649409.5798031815,1.2831725s
0.16,790.0141164863002,722851.8756712175,1.2966854s
0.17,685.8194481375582,590355.2775427008,1.3077553s
0.18,793.9334565785721,694214.3879715386,1.3223822s
0.19,691.3840753078797,555133.4026056232,1.3396006s
0.2,810.9749897576021,696255.278071546,1.3559813s
0.21,775.3919061732017,634519.8863755856,1.3702281s
0.22,676.88931044919,494623.41639454087,1.382964s
0.23,635.8869116522303,441580.79689399904,1.3939465s
0.24,681.222408448093,499221.56028329907,1.4022979s
0.25,710.9402782226315,512686.63488060475,1.4148537s
0.26,674.2247720039899,468941.6278566978,1.4230061s
0.27,609.0305685174109,393625.3759669186,1.4391557s
0.28,531.1364656559413,314376.6543913064,1.454428s
0.29,560.7992814639136,329103.7123357701,1.4599223s
0.3,596.2300832405865,364151.74301400577,1.4705519s
0.31,606.3005616722935,368333.6943356949,1.4774795s
0.32,538.6056346278812,296207.781374798,1.4968931s
0.33,572.8927226838701,329068.16386977624,1.5034979s
0.34,532.8062251229956,286513.98648437666,1.5230167s
0.35000000000000003,506.27113030113856,259579.11123127377,1.5312874s
0.36,489.9101747153818,243689.9428436848,1.5447931s
0.37,462.71298110788143,220432.1532237577,1.5630047s
0.38,493.499396238046,243640.39344601307,1.5699501s
0.39,433.941027858031,193288.3591865255,1.5767013s
0.4,455.61195534176466,208633.41166084507,1.58878s
0.41000000000000003,462.02275560335386,213815.57755328284,1.5989589s
0.42,441.7632451932266,195791.1087501616,1.6129981s
0.43,442.3009289809363,195630.11177739993,1.6200271s
0.44,423.17839356495756,179151.47698219083,1.6280526s
0.45,403.19691516388895,164588.71687343292,1.6371963s
0.46,411.8583723989918,169789.021646383,1.6485099s
0.47000000000000003,398.1415176143158,158539.8926090867,1.6573563s
0.48,367.1933425298537,137336.18309631775,1.6645292s
0.49,394.1740120465494,155373.15177287383,1.6767989s
0.5,379.65556979036234,144318.59475469758,1.6885514s
0.51,356.54699503199566,127947.60969513764,1.7105806s
0.52,375.1566567804209,140742.5171266631,1.7182811s
0.53,370.15978858387115,137018.26908445696,1.7264392s
0.54,359.39059850884286,129161.60229654472,1.7443774s
0.55,344.16525872495225,119452.31952095788,1.7539422s
0.56,343.51381152549635,118001.73870877497,1.7656496s
0.5700000000000001,344.8778182200986,118940.70950025549,1.7734188s
0.58,325.1026460850363,105691.73049149278,1.7848792s
0.59,320.7410369600773,102874.8127902262,1.8052924s
0.6,316.3948024267543,100105.67100266495,1.8169556s
0.61,311.5158818623102,97042.14465245354,1.8297805s
0.62,314.0536267272123,98662.81704114228,1.8362748s
0.63,296.73837440298,88053.66284332355,1.8436036s
0.64,292.7203827317594,85685.64535577377,1.857905s
0.65,289.84718453927894,84066.84982514865,1.8783133s
0.66,289.21758634624297,83730.5280025941,1.8873022s
0.67,269.2928108629557,73987.06965628553,1.8950169s
0.68,274.6403330868989,75427.31255808222,1.9073939s
0.6900000000000001,285.23650940471936,81359.86629738843,1.919493s
0.7000000000000001,274.443699765023,75319.3443407139,1.9255069s
0.71,271.48054260399,73701.68501255682,1.9320932s
0.72,260.97584106425256,68108.38961919375,1.9411081s
0.73,265.01004571730755,70230.32433108984,1.9539969s
0.74,251.96282428861016,63485.264823492864,1.9686701s
0.75,254.92709686131252,64987.82471413655,1.9853751s
0.76,259.4696267739862,67324.48721823191,1.9916098s
0.77,256.0828401751358,65578.4210321643,2.004641s
0.78,242.56690492760006,58838.70336615506,2.0114884s
0.79,241.13864982531618,58147.84843957682,2.0329011s
0.8,239.285471031588,57257.53664680922,2.0446475s
0.81,230.2300834630368,53005.89133139677,2.0638035s
0.8200000000000001,228.643594392182,52373.27371213439,2.0743429s
0.8300000000000001,234.4156645737096,54950.703797534115,2.0873798s
0.84,226.98090568724754,51520.331546603455,2.1038811s
0.85,219.90145278120966,48356.648935286394,2.1180973s
0.86,216.85187639290146,47024.736295122035,2.135704s
0.87,228.5260489732461,52224.15505932242,2.1449299s
0.88,216.36170095058094,46816.94338280495,2.1686378s
0.89,218.87529380098212,47906.39423646624,2.1772005s
0.9,216.6044949357974,46917.507226391775,2.1885387s
